Customer_ID,Account_Balance,Transaction_Amount,Reported_Amount,Currency,Country,Transaction_Date,Risk_Score
6688,85982,8843,8843,AUD,UK,12-03-2025,1
6689,-10000,1000,1000,GBP,US,02-03-2025,4
6690,-10000,1000,1000,CAD,US,26-02-2025,4
6691,32345,17943,16512,EUR,IN,01-03-2025,3
6692,49674,30419,30419,CAD,DE,23-02-2025,1
6693,3673,35637,35637,CAD,AU,23-02-2025,1
6694,45652,15273,15273,JPY,DE,23-02-2025,1
6695,3473,23224,23224,JPY,DE,07-03-2025,1
6696,6031,7013,7013,USD,UK,22-02-2025,1
6697,-10000,1000,1000,CAD,JP,08-03-2025,4
6698,-10000,1000,1000,AUD,UK,03-03-2025,4
6699,9139,11463,11463,EUR,UK,26-02-2025,1
6700,67517,46732,46732,CAD,CA,17-03-2025,1
6701,44344,4386,4386,EUR,CA,06-03-2025,3
6702,36837,47655,47655,INR,IN,12-03-2025,1
6703,17017,10223,10223,INR,AU,13-03-2025,1
6704,42264,37443,37443,CAD,JP,17-03-2025,1
6705,10266,35608,35608,USD,IN,28-02-2025,1
6706,-1441,144,144,CAD,DE,04-03-2025,4
6707,46132,6836,6836,AUD,IN,12-03-2025,1
6708,6911,38370,38370,AUD,AU,12-03-2025,1
6709,-10000,1000,1000,JPY,UK,02-03-2025,4
6710,42589,16631,16631,INR,CA,20-03-2025,1
6711,-10000,1000,1000,EUR,DE,01-03-2025,4
6712,41054,47300,47300,CAD,IN,04-03-2025,1
6713,41675,44447,44447,EUR,US,04-03-2025,1
6714,-10000,1000,1000,USD,CA,28-02-2025,4
6715,-10000,1000,1000,CAD,UK,22-02-2025,4
6716,73761,30042,30042,GBP,UK,03-03-2025,1
6717,49380,36516,36516,GBP,IN,07-03-2025,1
6718,44521,29850,29850,JPY,JP,18-03-2025,1
6719,34897,24154,24154,AUD,AU,07-03-2025,1
6720,27527,16221,16221,AUD,US,02-03-2025,3
6721,52674,13451,13451,USD,IN,16-03-2025,1
6722,-1552,155,146,CAD,CA,23-02-2025,6
6723,20392,13741,13741,INR,UK,22-02-2025,1
6724,11529,3360,3360,JPY,AU,21-03-2025,1
6725,47647,41317,41317,INR,CA,09-03-2025,1
6726,33205,45172,45172,AUD,UK,28-02-2025,1
6727,72335,20475,20475,USD,UK,27-02-2025,1
6728,37127,11190,11190,JPY,AU,18-03-2025,1
6729,28489,19004,19004,AUD,AU,19-03-2025,1
6730,56307,18773,18773,AUD,AU,05-03-2025,1
6731,56657,32090,32090,CAD,IN,15-03-2025,1
6732,70821,18354,18354,JPY,DE,27-02-2025,1
6733,34482,39397,39397,INR,CA,14-03-2025,1
6734,100524,39919,36707,GBP,AU,05-03-2025,3
6735,60197,39414,39414,GBP,CA,23-02-2025,1
6736,101988,916,916,INR,JP,21-02-2025,1
6737,30233,34776,32505,EUR,IN,02-03-2025,3
6738,108162,11686,11686,EUR,IN,12-03-2025,1
6739,52705,4515,4515,JPY,UK,03-03-2025,1
6740,-9409,940,940,INR,JP,08-03-2025,4
6741,-6816,681,681,GBP,UK,11-03-2025,6
6742,16587,37245,37245,USD,CA,21-02-2025,1
6743,16161,34310,34310,EUR,US,16-03-2025,1
6744,39323,45510,45510,USD,US,25-02-2025,1
6745,89950,36906,36906,GBP,UK,08-03-2025,1
6746,38734,21124,21124,INR,US,22-02-2025,1
6747,-8755,875,875,EUR,US,14-03-2025,4
6748,42827,22253,22253,JPY,CA,20-02-2025,1
6749,12821,7185,7185,USD,UK,09-03-2025,1
6750,14673,8671,8671,AUD,US,02-03-2025,1
6751,20531,45854,45854,CAD,DE,07-03-2025,1
6752,14069,34151,34151,AUD,UK,21-02-2025,1
6753,-10000,1000,1000,AUD,DE,04-03-2025,4
6754,30590,43205,41021,EUR,IN,28-02-2025,3
6755,89321,42855,42855,GBP,DE,01-03-2025,1
6756,55757,29367,29367,EUR,CA,18-03-2025,1
6757,-10000,1000,1000,CAD,AU,01-03-2025,4
6758,-10000,1000,1000,EUR,AU,25-02-2025,4
6759,38961,44843,44843,INR,IN,25-02-2025,1
6760,47813,28873,28873,INR,AU,11-03-2025,1
6761,47732,9191,9191,JPY,JP,22-03-2025,3
6762,31203,14153,14153,CAD,US,25-02-2025,1
6763,-9790,979,979,INR,JP,21-02-2025,4
6764,86526,16014,15171,AUD,US,08-03-2025,3
6765,22699,2476,2476,CAD,IN,10-03-2025,1
6766,8638,8338,8338,GBP,UK,03-03-2025,1
6767,44811,25135,25135,JPY,US,10-03-2025,1
6768,9161,14071,14071,USD,DE,14-03-2025,1
6769,-10000,1000,1000,CAD,AU,20-03-2025,4
6770,9792,26290,26290,JPY,IN,21-03-2025,1
6771,35828,43333,43333,INR,DE,22-02-2025,1
6772,73907,43280,43280,JPY,US,11-03-2025,1
6773,-10000,1000,1000,CAD,CA,25-02-2025,6
6774,42314,38999,38999,JPY,CA,06-03-2025,1
6775,57196,10,10,CAD,CA,28-02-2025,1
6776,41707,3888,3888,EUR,AU,09-03-2025,1
6777,49851,21075,19267,CAD,AU,17-03-2025,3
6778,77637,7983,7983,AUD,IN,18-03-2025,1
6779,60813,47055,47055,EUR,DE,17-03-2025,1
6780,13006,23556,23556,EUR,IN,14-03-2025,1
6781,61324,32536,32536,JPY,IN,14-03-2025,1
6782,32972,44582,44582,INR,US,23-02-2025,1
6783,55170,30631,30631,GBP,US,13-03-2025,1
6784,-10000,1000,1000,GBP,JP,09-03-2025,4
6785,20945,20993,20993,USD,CA,02-03-2025,1
6786,48716,29544,29544,GBP,CA,26-02-2025,1
6787,22647,12392,12392,INR,UK,28-02-2025,1
6788,46189,42028,42028,GBP,US,02-03-2025,1
6789,75106,1955,1955,CAD,CA,21-02-2025,1
6790,17432,34689,34689,JPY,UK,07-03-2025,1
6791,58766,6738,6331,CAD,UK,03-03-2025,3
6792,-9528,952,952,JPY,IN,02-03-2025,4
6793,54281,48318,48318,EUR,CA,22-02-2025,1
6794,-10000,1000,1000,USD,CA,14-03-2025,4
6795,34207,4886,4886,GBP,US,18-03-2025,1
6796,33067,40541,40541,JPY,UK,20-02-2025,1
6797,88611,26364,26364,AUD,CA,17-03-2025,1
6798,9840,3782,3782,CAD,JP,24-02-2025,1
6799,-10000,1000,924,GBP,DE,21-02-2025,6
6800,45916,9724,9724,EUR,UK,08-03-2025,1
6801,-8963,896,896,USD,DE,16-03-2025,4
6802,29340,24804,24804,EUR,JP,25-02-2025,1
6803,3615,12218,12218,GBP,CA,18-03-2025,1
6804,19815,23783,21709,AUD,DE,24-02-2025,3
6805,-10000,1000,1000,GBP,AU,22-02-2025,4
6806,-10000,1000,1000,CAD,JP,09-03-2025,4
6807,40811,16778,15821,EUR,US,02-03-2025,3
6808,21998,2337,2337,AUD,AU,16-03-2025,1
6809,-10000,1000,1000,INR,CA,26-02-2025,4
6810,7460,16137,15110,USD,CA,20-03-2025,3
6811,44697,24209,24209,JPY,US,11-03-2025,1
6812,17262,8410,8410,CAD,UK,19-03-2025,1
6813,42693,32872,30326,INR,IN,15-03-2025,3
6814,-4085,408,408,INR,US,28-02-2025,4
6815,46761,17259,17259,GBP,US,13-03-2025,1
6816,18646,31274,29337,CAD,US,20-03-2025,3
6817,40809,32893,32893,AUD,CA,23-02-2025,1
6818,37591,7010,7010,CAD,US,12-03-2025,1
6819,12759,5879,5410,EUR,AU,21-02-2025,3
6820,14500,45965,45965,EUR,JP,08-03-2025,1
6821,21770,17004,17004,JPY,AU,18-03-2025,1
6822,51556,15035,15035,GBP,UK,24-02-2025,1
6823,88853,3325,3325,JPY,AU,10-03-2025,1
6824,-986,98,98,INR,JP,08-03-2025,4
6825,61691,34538,34538,AUD,US,09-03-2025,1
6826,17744,43289,43289,GBP,JP,25-02-2025,1
6827,23473,13558,13558,CAD,IN,21-02-2025,1
6828,37331,25132,25132,GBP,CA,16-03-2025,1
6829,11015,10605,10605,GBP,IN,10-03-2025,1
6830,14373,10620,10620,EUR,CA,09-03-2025,1
6831,93972,28983,26530,CAD,US,15-03-2025,3
6832,30187,11199,11199,GBP,UK,21-03-2025,1
6833,44873,35469,35469,CAD,AU,27-02-2025,1
6834,92141,42069,39301,JPY,DE,22-02-2025,3
6835,91036,19639,18375,CAD,UK,05-03-2025,3
6836,20880,8024,7467,JPY,IN,20-02-2025,3
6837,-513,51,51,JPY,IN,20-02-2025,4
6838,-10000,1000,1000,INR,UK,20-02-2025,4
6839,-10000,1000,1000,INR,US,05-03-2025,4
6840,11917,41872,41872,CAD,JP,20-03-2025,1
6841,-10000,1000,1000,INR,IN,20-02-2025,4
6842,24893,49839,49839,AUD,IN,09-03-2025,1
6843,1595,18477,18477,EUR,DE,07-03-2025,1
6844,15151,47475,47475,CAD,JP,27-02-2025,1
6845,23617,19905,19905,AUD,UK,08-03-2025,1
6846,15766,38890,38890,CAD,IN,16-03-2025,1
6847,-10000,1000,1000,GBP,AU,27-02-2025,4
6848,39856,41189,41189,CAD,JP,12-03-2025,1
6849,71110,10277,10277,EUR,UK,22-02-2025,1
6850,70256,47839,47839,INR,CA,19-03-2025,1
6851,57781,43568,43568,EUR,JP,20-02-2025,1
6852,17458,39455,39455,CAD,DE,18-03-2025,1
6853,4626,35014,33021,CAD,IN,08-03-2025,3
6854,52362,21965,21965,USD,IN,12-03-2025,1
6855,38854,27489,27489,GBP,CA,17-03-2025,1
6856,52361,21188,21188,JPY,DE,11-03-2025,1
6857,93107,47617,47617,JPY,DE,02-03-2025,1
6858,26386,20697,20697,INR,US,05-03-2025,1
6859,160,38139,38139,EUR,UK,04-03-2025,1
6860,8308,7238,7238,JPY,IN,27-02-2025,1
6861,32191,40664,37123,EUR,JP,01-03-2025,3
6862,6771,18666,18666,JPY,DE,19-03-2025,1
6863,53836,39399,39399,EUR,US,14-03-2025,1
6864,52197,35777,35777,JPY,CA,08-03-2025,1
6865,73199,49888,49888,EUR,CA,12-03-2025,1
6866,73472,12228,12228,USD,DE,20-02-2025,1
6867,27527,49979,49979,GBP,DE,09-03-2025,3
6868,-842,84,84,EUR,AU,08-03-2025,4
6869,31074,11440,11440,CAD,AU,24-02-2025,1
6870,-10000,1000,1000,AUD,IN,07-03-2025,4
6871,25130,21890,21890,EUR,UK,16-03-2025,1
6872,-441,44,44,AUD,DE,02-03-2025,4
6873,12396,43588,43588,CAD,IN,22-02-2025,1
6874,86913,21190,21190,AUD,JP,21-03-2025,1
6875,71112,14523,14523,INR,DE,26-02-2025,1
6876,28241,33525,33525,EUR,AU,03-03-2025,1
6877,-4166,416,416,EUR,JP,04-03-2025,4
6878,39515,29069,29069,INR,JP,06-03-2025,1
6879,-10000,1000,1000,USD,DE,13-03-2025,4
6880,51382,4604,4604,CAD,AU,03-03-2025,1
6881,48035,33956,33956,EUR,CA,26-02-2025,1
6882,-10000,1000,1000,CAD,AU,18-03-2025,4
6883,75618,25110,23842,INR,UK,04-03-2025,3
6884,6610,39555,39555,GBP,JP,02-03-2025,1
6885,-4823,482,482,JPY,JP,18-03-2025,4
6886,34172,16873,16873,GBP,JP,17-03-2025,1
6887,-10000,1000,1000,USD,AU,03-03-2025,4
6888,-2956,295,295,GBP,DE,08-03-2025,4
6889,40398,27864,27864,JPY,UK,17-03-2025,1
6890,11763,42821,39815,USD,DE,16-03-2025,3
6891,78291,48352,48352,GBP,DE,19-03-2025,3
6892,-10000,1000,1000,GBP,UK,20-03-2025,4
6893,31272,18755,18755,EUR,JP,13-03-2025,1
6894,63552,12617,12617,USD,US,22-02-2025,1
6895,56175,33963,33963,GBP,UK,26-02-2025,1
6896,3044,35469,35469,AUD,CA,28-02-2025,1
6897,92954,11350,11350,CAD,UK,01-03-2025,1
6898,-10000,1000,1000,JPY,CA,22-02-2025,4
6899,26289,16277,16277,AUD,IN,11-03-2025,1
6900,60469,12011,12011,GBP,AU,18-03-2025,1
6901,70997,19133,19133,EUR,CA,28-02-2025,1
6902,-4677,467,467,CAD,AU,08-03-2025,4
6903,32655,33561,33561,CAD,US,25-02-2025,3
6904,55842,27105,27105,JPY,US,21-03-2025,1
6905,21301,32925,30039,INR,US,15-03-2025,3
6906,-10000,1000,1000,EUR,DE,20-03-2025,4
6907,27527,49446,49446,CAD,AU,09-03-2025,3
6908,3914,36636,36636,GBP,CA,22-02-2025,1
6909,7535,29629,29629,AUD,IN,05-03-2025,1
6910,170,10,10,EUR,JP,05-03-2025,1
6911,93765,29922,29922,EUR,AU,20-03-2025,1
6912,47088,4654,4654,AUD,US,11-03-2025,1
6913,16994,23116,23116,JPY,JP,03-03-2025,1
6914,19307,8328,8328,USD,US,20-02-2025,1
6915,21453,17992,17992,INR,JP,03-03-2025,1
6916,48444,47467,47467,INR,DE,12-03-2025,1
6917,-10000,1000,932,USD,US,25-02-2025,6
6918,-6945,694,694,EUR,US,14-03-2025,4
6919,26265,45166,45166,INR,CA,05-03-2025,1
6920,-10000,1000,926,JPY,CA,24-02-2025,6
6921,-1646,164,164,GBP,IN,24-02-2025,4
6922,59216,23590,23590,JPY,JP,17-03-2025,1
6923,55317,38293,38293,CAD,CA,09-03-2025,1
6924,-10000,1000,1000,CAD,US,22-02-2025,4
6925,23230,20089,20089,JPY,AU,17-03-2025,1
6926,-10000,1000,1000,GBP,US,27-02-2025,4
6927,-76,7,6,GBP,CA,27-02-2025,9
6928,4705,12374,12374,JPY,DE,26-02-2025,1
6929,50558,42096,42096,INR,JP,20-03-2025,1
6930,60552,37905,37905,INR,AU,20-03-2025,1
6931,8866,1668,1668,CAD,US,04-03-2025,1
6932,-10000,1000,1000,JPY,UK,13-03-2025,4
6933,-10000,1000,1000,AUD,DE,12-03-2025,4
6934,67455,38647,38647,AUD,JP,13-03-2025,1
6935,16916,35749,35749,CAD,IN,22-02-2025,3
6936,19382,44563,44563,CAD,UK,08-03-2025,1
6937,-10000,1000,1000,GBP,CA,21-03-2025,4
6938,59688,827,827,JPY,DE,07-03-2025,1
6939,48683,22379,22379,EUR,US,21-03-2025,1
6940,11511,3667,3667,EUR,DE,21-02-2025,1
6941,-6307,630,630,EUR,CA,11-03-2025,4
6942,33370,4062,4062,EUR,AU,14-03-2025,1
6943,27527,4683,4683,GBP,UK,20-03-2025,3
6944,44323,10258,9474,EUR,DE,27-02-2025,3
6945,16003,42632,42632,EUR,UK,21-03-2025,1
6946,33448,9977,9977,CAD,UK,16-03-2025,1
6947,25608,11823,11823,GBP,UK,20-02-2025,1
6948,57262,40716,40716,USD,JP,24-02-2025,1
6949,59533,26275,26275,INR,DE,01-03-2025,1
6950,64217,14736,14736,INR,CA,26-02-2025,1
6951,30636,12413,12413,CAD,AU,20-02-2025,1
6952,24249,40546,40546,EUR,JP,26-02-2025,1
6953,2946,35436,35436,EUR,IN,12-03-2025,1
6954,6246,20151,20151,EUR,IN,19-03-2025,1
6955,39632,18415,18415,USD,DE,03-03-2025,1
6956,27708,31468,31468,JPY,DE,24-02-2025,1
6957,70552,47231,47231,USD,US,12-03-2025,1
6958,18765,24656,24656,GBP,AU,26-02-2025,1
6959,-10000,1000,935,INR,US,11-03-2025,6
6960,32405,12000,12000,EUR,AU,14-03-2025,1
6961,60245,41851,41851,INR,JP,28-02-2025,1
6962,45448,25062,25062,USD,US,21-03-2025,1
6963,44032,29119,29119,EUR,IN,13-03-2025,1
6964,63212,41118,41118,INR,AU,26-02-2025,1
6965,34654,2291,2291,JPY,US,15-03-2025,1
6966,-10000,1000,1000,CAD,DE,21-03-2025,4
6967,57236,43185,43185,GBP,CA,21-03-2025,1
6968,37169,2297,2297,EUR,IN,10-03-2025,1
6969,22668,35572,35572,EUR,AU,25-02-2025,1
6970,-10000,1000,946,JPY,CA,22-02-2025,6
6971,-1364,136,136,AUD,JP,21-03-2025,4
6972,-10000,1000,1000,EUR,UK,10-03-2025,4
6973,7971,8045,8045,INR,IN,06-03-2025,1
6974,5635,1881,1881,EUR,JP,21-03-2025,1
6975,22710,27868,27868,AUD,DE,20-02-2025,1
6976,82922,22176,22176,AUD,IN,16-03-2025,1
6977,61309,10303,10303,EUR,IN,05-03-2025,1
6978,28392,9996,9363,CAD,DE,03-03-2025,3
6979,181,27575,27575,JPY,AU,09-03-2025,1
6980,-10000,1000,1000,CAD,UK,11-03-2025,4
6981,65309,19739,17936,AUD,CA,09-03-2025,3
6982,-10000,1000,1000,EUR,US,20-02-2025,4
6983,-10000,1000,1000,EUR,IN,20-03-2025,4
6984,118733,35964,35964,EUR,CA,27-02-2025,1
6985,20087,18700,18700,JPY,US,02-03-2025,1
6986,101247,40081,40081,JPY,AU,07-03-2025,1
6987,14530,42793,42793,AUD,CA,21-02-2025,1
6988,71696,31591,31591,INR,US,17-03-2025,1
6989,36726,19484,19484,JPY,IN,23-02-2025,1
6990,2276,28498,28498,CAD,DE,15-03-2025,1
6991,-4708,470,470,JPY,CA,11-03-2025,4
6992,-10000,1000,930,AUD,CA,21-02-2025,8
6993,-8494,849,849,EUR,IN,18-03-2025,4
6994,51672,7353,7353,INR,AU,10-03-2025,1
6995,24445,44072,44072,EUR,JP,13-03-2025,1
6996,6783,38067,38067,INR,DE,19-03-2025,1
6997,22949,3070,3070,GBP,US,16-03-2025,3
6998,61057,28894,28894,EUR,IN,02-03-2025,1
6999,-10000,1000,1000,INR,AU,23-02-2025,4
7000,39387,32192,32192,AUD,UK,24-02-2025,1
7001,-10000,1000,1000,GBP,JP,23-02-2025,4
7002,-10000,1000,1000,CAD,IN,26-02-2025,4
7003,5063,5428,5428,GBP,DE,24-02-2025,1
7004,9756,18903,18903,CAD,JP,12-03-2025,3
7005,15261,6467,6467,USD,US,04-03-2025,1
7006,23308,47279,47279,USD,US,17-03-2025,1
7007,45754,30857,30857,USD,US,21-02-2025,1
7008,394,38869,38869,GBP,IN,24-02-2025,1
7009,-10000,1000,1000,CAD,JP,06-03-2025,4
7010,65357,7704,7704,INR,DE,10-03-2025,1
7011,72100,2758,2758,CAD,DE,21-02-2025,1
7012,34155,15406,15406,AUD,DE,18-03-2025,1
7013,43216,12391,12391,AUD,JP,07-03-2025,1
7014,62412,47108,47108,INR,AU,25-02-2025,1
7015,62770,4735,4735,AUD,CA,27-02-2025,1
7016,-10000,1000,1000,JPY,CA,16-03-2025,4
7017,18399,37036,34347,EUR,JP,14-03-2025,3
7018,-10000,1000,1000,GBP,AU,03-03-2025,4
7019,36643,16435,16435,JPY,UK,19-03-2025,1
7020,48293,36925,36925,GBP,US,07-03-2025,1
7021,-10000,1000,1000,USD,AU,21-02-2025,4
7022,50394,34341,34341,AUD,AU,06-03-2025,1
7023,60843,41202,41202,GBP,DE,03-03-2025,1
7024,80378,31123,31123,CAD,DE,22-02-2025,1
7025,21429,31956,31956,USD,AU,11-03-2025,1
7026,44102,34827,32011,USD,CA,21-03-2025,3
7027,74237,35211,35211,AUD,JP,12-03-2025,1
7028,-10000,1000,1000,CAD,DE,14-03-2025,4
7029,22089,24049,24049,INR,UK,14-03-2025,1
7030,-10000,1000,1000,USD,CA,15-03-2025,4
7031,28733,10,10,JPY,DE,06-03-2025,1
7032,18988,8111,7586,EUR,JP,03-03-2025,3
7033,4272,49346,46720,CAD,DE,21-02-2025,3
7034,49135,11325,11325,INR,DE,24-02-2025,1
7035,-16,1,1,INR,US,27-02-2025,4
7036,12934,420,420,AUD,UK,06-03-2025,1
7037,67051,20222,20222,INR,IN,08-03-2025,1
7038,99223,25211,25211,EUR,AU,22-02-2025,1
7039,78270,40766,40766,CAD,DE,27-02-2025,1
7040,36550,7088,7088,CAD,AU,24-02-2025,1
7041,53383,2478,2478,AUD,IN,15-03-2025,1
7042,37672,35050,35050,GBP,AU,18-03-2025,1
7043,-10000,1000,1000,INR,UK,01-03-2025,4
7044,-10000,1000,1000,USD,IN,21-02-2025,4
7045,17020,27213,27213,GBP,CA,01-03-2025,1
7046,95756,12665,12665,INR,US,02-03-2025,1
7047,-10000,1000,1000,USD,UK,05-03-2025,4
7048,53215,42415,42415,INR,DE,04-03-2025,1
7049,-10000,1000,1000,JPY,CA,24-02-2025,4
7050,59722,39042,39042,JPY,JP,22-02-2025,1
7051,47115,42498,42498,JPY,AU,04-03-2025,1
7052,-10000,1000,1000,AUD,CA,08-03-2025,4
7053,31321,8322,8322,INR,JP,01-03-2025,1
7054,50557,790,790,CAD,IN,19-03-2025,1
7055,35391,46813,46813,INR,IN,04-03-2025,1
7056,69790,8974,8974,JPY,UK,23-02-2025,1
7057,52779,44031,44031,USD,AU,17-03-2025,1
7058,93130,5600,5600,JPY,US,20-03-2025,1
7059,83734,16660,16660,INR,IN,20-02-2025,1
7060,44993,23084,23084,INR,CA,24-02-2025,1
7061,56618,39387,39387,EUR,DE,19-03-2025,1
7062,19616,9534,9534,USD,JP,25-02-2025,1
7063,42047,40451,40451,GBP,DE,15-03-2025,1
7064,27527,39208,39208,USD,DE,10-03-2025,3
7065,7705,13172,13172,JPY,DE,13-03-2025,1
7066,81813,22936,22936,AUD,AU,27-02-2025,1
7067,13564,36592,36592,JPY,JP,02-03-2025,1
7068,38126,24847,23052,USD,DE,24-02-2025,3
7069,20689,38118,38118,AUD,UK,20-02-2025,1
7070,79671,44900,44900,EUR,DE,24-02-2025,1
7071,-10000,1000,1000,EUR,UK,28-02-2025,4
7072,-10000,1000,931,GBP,UK,05-03-2025,6
7073,5968,44192,44192,JPY,CA,23-02-2025,1
7074,13704,47971,47971,INR,IN,21-03-2025,1
7075,29139,31780,31780,GBP,AU,19-03-2025,1
7076,-10000,1000,1000,USD,IN,01-03-2025,4
7077,36164,43690,43690,EUR,DE,20-02-2025,1
7078,-10000,1000,935,GBP,IN,16-03-2025,6
7079,32016,4094,4094,AUD,DE,12-03-2025,1
7080,69684,25469,23462,INR,IN,14-03-2025,3
7081,57802,11788,11788,EUR,UK,21-03-2025,1
7082,14748,16284,16284,AUD,AU,21-03-2025,1
7083,5457,43633,43633,INR,UK,20-02-2025,1
7084,118908,33180,33180,INR,AU,12-03-2025,1
7085,51820,420,420,EUR,IN,02-03-2025,1
7086,50513,18363,17302,INR,AU,03-03-2025,3
7087,63271,19374,19374,GBP,US,22-02-2025,3
7088,47543,12739,12739,EUR,IN,20-03-2025,1
7089,47280,26108,26108,EUR,UK,27-02-2025,1
7090,39923,8115,7586,EUR,US,05-03-2025,3
7091,38803,27449,27449,JPY,DE,02-03-2025,1
7092,17311,16188,16188,JPY,US,27-02-2025,1
7093,24710,18033,18033,CAD,US,26-02-2025,1
7094,81868,29042,29042,EUR,DE,03-03-2025,1
7095,57829,34763,34763,AUD,US,23-02-2025,1
7096,-1815,181,181,GBP,UK,03-03-2025,4
7097,60681,27834,27834,INR,UK,16-03-2025,1
7098,24936,9281,9281,GBP,DE,14-03-2025,1
7099,1063,47013,43824,JPY,AU,22-02-2025,3
7100,42427,32579,32579,INR,DE,05-03-2025,1
7101,-2936,293,270,JPY,JP,14-03-2025,6
7102,-4697,469,469,CAD,CA,20-03-2025,4
7103,73334,1189,1189,AUD,US,12-03-2025,1
7104,-10000,1000,1000,INR,AU,03-03-2025,4
7105,34740,48642,45387,EUR,CA,13-03-2025,3
7106,59005,13210,13210,EUR,DE,09-03-2025,1
7107,-1729,172,172,EUR,IN,26-02-2025,4
7108,66895,4792,4792,INR,JP,20-03-2025,1
7109,49836,41422,41422,USD,AU,20-03-2025,1
7110,150535,40220,40220,EUR,US,21-03-2025,1
7111,33227,24811,24811,GBP,UK,20-03-2025,1
7112,94903,28276,28276,EUR,JP,28-02-2025,1
7113,-10000,1000,1000,JPY,IN,14-03-2025,4
7114,-90,9,9,EUR,UK,17-03-2025,4
7115,67673,39330,39330,EUR,UK,18-03-2025,1
7116,8353,19260,17942,USD,CA,11-03-2025,3
7117,11487,33403,33403,USD,JP,11-03-2025,3
7118,95434,12511,12511,JPY,JP,07-03-2025,1
7119,52495,7599,7599,AUD,US,19-03-2025,1
7120,47704,14950,14950,GBP,UK,19-03-2025,1
7121,38592,24523,24523,GBP,JP,11-03-2025,1
7122,42091,35954,35954,INR,DE,18-03-2025,1
7123,-10000,1000,1000,USD,CA,01-03-2025,4
7124,34188,24295,24295,CAD,DE,12-03-2025,1
7125,3457,10,9,JPY,JP,26-02-2025,6
7126,64572,42157,42157,CAD,JP,12-03-2025,1
7127,2976,1725,1725,EUR,US,15-03-2025,1
7128,8368,1815,1815,GBP,AU,01-03-2025,1
7129,-10000,1000,1000,INR,JP,24-02-2025,4
7130,50717,10366,10366,INR,DE,09-03-2025,1
7131,79110,34703,32551,CAD,JP,18-03-2025,3
7132,-3916,391,391,EUR,JP,27-02-2025,4
7133,4197,6993,6386,INR,UK,06-03-2025,3
7134,63630,27704,27704,CAD,UK,11-03-2025,1
7135,25741,36285,36285,USD,JP,04-03-2025,1
7136,35574,26575,26575,JPY,AU,27-02-2025,1
7137,46614,19162,19162,CAD,DE,06-03-2025,1
7138,19143,15280,15280,USD,IN,07-03-2025,1
7139,14615,16852,16852,JPY,IN,26-02-2025,1
7140,-5297,529,529,AUD,JP,21-03-2025,4
7141,-8819,881,881,EUR,CA,08-03-2025,4
7142,-10000,1000,1000,USD,JP,02-03-2025,4
7143,27527,2137,2137,CAD,UK,26-02-2025,3
7144,33004,28327,28327,EUR,DE,15-03-2025,1
7145,43842,19669,19669,GBP,IN,26-02-2025,1
7146,58853,1612,1612,INR,UK,21-02-2025,1
7147,35382,22362,22362,AUD,AU,08-03-2025,1
7148,-10000,1000,1000,JPY,CA,18-03-2025,4
7149,2701,46925,46925,INR,AU,14-03-2025,1
7150,-8126,812,812,EUR,US,23-02-2025,4
7151,-7146,714,714,CAD,JP,08-03-2025,4
7152,47393,31512,31512,INR,UK,03-03-2025,1
7153,29617,15785,14955,JPY,DE,07-03-2025,3
7154,-4460,446,446,USD,AU,03-03-2025,4
7155,53337,40129,40129,JPY,IN,05-03-2025,1
7156,19812,6081,5759,GBP,AU,21-03-2025,3
7157,767,1925,1925,CAD,AU,21-03-2025,1
7158,41941,45259,45259,CAD,UK,22-02-2025,1
7159,76262,15095,15095,JPY,CA,06-03-2025,1
7160,4551,20601,20601,INR,UK,03-03-2025,1
7161,-6278,627,627,USD,DE,24-02-2025,4
7162,43187,36770,33284,EUR,UK,06-03-2025,3
7163,33537,37540,37540,GBP,DE,01-03-2025,1
7164,11860,10724,10724,USD,CA,07-03-2025,1
7165,5633,10,10,USD,US,24-02-2025,1
7166,32508,39469,39469,USD,US,18-03-2025,1
7167,-10000,1000,1000,EUR,US,09-03-2025,4
7168,12510,22320,22320,EUR,UK,10-03-2025,1
7169,2437,31632,31632,USD,US,03-03-2025,1
7170,-5534,553,553,CAD,IN,21-02-2025,4
7171,36116,40912,40912,USD,UK,28-02-2025,1
7172,93368,37363,35209,CAD,JP,03-03-2025,3
7173,-10000,1000,1000,JPY,JP,02-03-2025,4
7174,58084,35316,35316,JPY,US,28-02-2025,1
7175,30586,1622,1462,USD,IN,20-02-2025,3
7176,-10000,1000,1000,CAD,US,03-03-2025,4
7177,14200,43535,43535,JPY,DE,12-03-2025,1
7178,149606,14132,14132,USD,UK,11-03-2025,1
7179,-10000,1000,1000,EUR,AU,20-02-2025,4
7180,27527,41181,41181,AUD,JP,16-03-2025,3
7181,42168,4434,4434,JPY,IN,20-03-2025,1
7182,-5049,504,504,CAD,AU,12-03-2025,4
7183,44903,38638,38638,GBP,CA,06-03-2025,1
7184,42381,36146,36146,EUR,IN,23-02-2025,1
7185,24952,19061,19061,AUD,UK,02-03-2025,1
7186,16023,36700,36700,USD,US,06-03-2025,1
7187,13175,13318,13318,GBP,US,23-02-2025,1
7188,37871,32428,32428,AUD,US,16-03-2025,1
7189,45743,42829,42829,GBP,CA,02-03-2025,1
7190,62174,65,65,EUR,JP,20-03-2025,1
7191,21471,29148,29148,GBP,DE,17-03-2025,1
7192,39995,3899,3899,AUD,IN,21-03-2025,1
